0.000000000000000000e+00,2.838219912500550388e-04,6.027606665872374840e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.786789940032207835e-04,3.495680702497010466e-04,0.000000000000000000e+00,8.234003917344782201e-06,8.344931704146102332e-06,2.519132140038431348e-05,0.000000000000000000e+00
4.476256800746753373e-04,9.700911235516491830e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.204416356487271841e-04,4.745928621720724768e-04,1.114117352822085495e-02
8.771224671699920990e-05,1.971683771723531102e-05,1.673934649797646540e-04,3.377682056995540247e-04,0.000000000000000000e+00,0.000000000000000000e+00,7.686566364551262532e-05
1.306670552584363368e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.308578008882004618e-05,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.172506135367465174e-04,0.000000000000000000e+00,7.511556550992359936e-05,2.880127981267401223e-03
5.917848314027807522e-04,0.000000000000000000e+00,1.207792886149572543e-04,1.079853459652127751e-03,2.876172217560863070e-04,7.841179280431332006e-05,0.000000000000000000e+00
7.393621570693854927e-05,9.510508612655285170e-06,0.000000000000000000e+00,9.390060185367997685e-06,2.845158428075599913e-05,9.674150930238474208e-04,5.257326228979771631e-05
2.990326791488650410e-04,2.111942952236338128e-05,1.182733750629689096e-03,6.124035144460181993e-04,1.260829943485202874e-04,1.554957329339389785e-03,5.981344599483162314e-03
5.878334517537534996e-04,1.723521016062764177e-04,5.081799683355460668e-04,0.000000000000000000e+00,4.498669265491520648e-04,8.409291584482851169e-04,9.941469571659573498e-03
1.125064315202300514e-03,5.051302813570658298e-05,0.000000000000000000e+00,1.503150195574719749e-04,1.534499226051258360e-05,3.575883562066045802e-03,2.412210283543274499e-03
1.680446125536678428e-04,0.000000000000000000e+00,4.534372769589586449e-04,1.702068200202377240e-04,1.290958092901192634e-04,0.000000000000000000e+00,7.979228668841341354e-03
3.260439030067453694e-04,0.000000000000000000e+00,2.929816153508903675e-06,4.644749413433473320e-04,1.018919259841802013e-03,8.254981814515211565e-04,1.726372020283295332e-03
1.017077194502429048e-03,4.245603709805122883e-05,0.000000000000000000e+00,1.024168516519470204e-03,1.007940087096330720e-03,8.292728394551393371e-04,4.878718484855806316e-03
0.000000000000000000e+00,1.044017416616219878e-04,1.178459503156742745e-05,3.223920183247258370e-05,4.684009759204035730e-04,2.939979366011427012e-03,1.757574657758018220e-03
3.064587938966555677e-04,2.925788288264833195e-05,3.004398989491655417e-04,2.659572336802017503e-04,1.007387594035803806e-04,4.276861465458322567e-04,6.036135648334714672e-03
